provider_id,name,city,state,latitude,longitude,specialty,secondary_specialty,specialty_category,experience_years,service_cost,wait_time_days,patient_rating,risk_rate,certified,background_check_passed,network_type,capacity,telehealth_available,hospital_affiliation,CMS_quality_score,region,phone_no,address
P01278,Allison Harris,City_78,TX,32.3186,-99.5518,Endocrinology,Cardiology,Specialty Care,16,587.75,36,1.22,0.97,TRUE,TRUE,Out-of-network,182,TRUE,Wilson-Williams Hospital,4.72,East,001-894-422-6269,"0252 Johnson Gardens, City_78, TX 83129"
P01279,Victoria Smith,City_79,NY,43.6994,-73.8179,ENT,Orthopedics,Specialty Care,18,337.59,42,1.26,0.31,FALSE,TRUE,In-network,294,TRUE,Green LLC Hospital,2.16,South,(702)596-6356,"291 Jacob Prairie Suite 808, City_79, NY 17121"
P01280,Joshua Harris,City_80,NV,39.2526,-115.9694,General Practice,Ophthalmology,Primary Care,23,143.37,48,3.75,0.73,FALSE,FALSE,In-network,441,FALSE,Rogers PLC Hospital,2.88,East,728-596-6664x750,"2774 Carrie Hills, City_80, NV 51319"
P01281,Jodi Hart,City_81,IL,40.6331,-89.3985,Urology,Dermatology,Specialty Care,8,645.26,50,1.64,0.61,TRUE,FALSE,Out-of-network,87,TRUE,Reeves-Barrett Hospital,4.64,South,001-314-854-9782x2230,"469 Brian Station Apt. 351, City_81, IL 40836"
P01282,Roberta Hall,City_82,IL,40.6831,-89.3485,Gastroenterology,Pediatrics,Specialty Care,28,658.48,29,3.09,0.23,TRUE,FALSE,In-network,358,TRUE,Wright and Sons Hospital,2.18,East,514-665-3521,"67725 Sullivan Extensions Apt. 336, City_82, IL 92178"
P01283,Robert Cisneros,City_83,NC,35.8596,-78.9193,Urology,Gastroenterology,Specialty Care,23,689.5,39,4.43,0.39,TRUE,TRUE,In-network,227,TRUE,Jones Ltd Hospital,3.5,North,001-733-731-7674x716,"618 Richmond Meadow Apt. 555, City_83, NC 43627"
P01284,Ryan Moreno,City_84,CO,39.7001,-105.6321,ENT,Urology,Specialty Care,14,342.98,51,2.78,0.93,TRUE,FALSE,Out-of-network,63,FALSE,"Thompson, Johnson and Montes Hospital",3.92,West,296.726.5373,"0980 Timothy Viaduct, City_84, CO 93030"
P01285,Joshua Bauer,City_85,MA,42.6072,-71.1824,Urology,Neurology,Specialty Care,35,728.17,6,2.41,0.15,TRUE,TRUE,Out-of-network,353,TRUE,"Doyle, Wright and Adams Hospital",1.63,East,306-908-4563x526,"10488 Bruce Summit, City_85, MA 50593"
P01286,Kristine Sanchez,City_86,AZ,34.2989,-110.8437,Cardiology,General Practice,Specialty Care,34,810.7,26,3.28,0.16,FALSE,FALSE,Out-of-network,96,FALSE,Dawson-Brown Hospital,1.61,East,274-399-6429,"5965 Grant Route, City_86, AZ 67753"
P01287,Nicholas Armstrong,City_87,NY,43.5994,-73.9179,Gastroenterology,Pediatrics,Specialty Care,28,760.82,48,1.12,0.35,TRUE,FALSE,In-network,105,TRUE,Davis-Fuller Hospital,4.94,West,9159152670,"90260 Harrington Junction, City_87, NY 07432"
P01288,Nicholas Pierce,City_88,AZ,34.3989,-110.7437,Cardiology,General Practice,Specialty Care,11,747.73,46,1.09,0.32,TRUE,FALSE,In-network,337,FALSE,Wright and Sons Hospital,1.04,South,(391)229-4988x78657,"5404 Miller Loaf, City_88, AZ 47244"
P01289,William Parker,City_89,IL,41.0331,-88.9985,Endocrinology,Cardiology,Specialty Care,27,632.59,39,4.8,0.39,TRUE,FALSE,Out-of-network,241,FALSE,Case-Hanna Hospital,3.81,South,2577056964,"1257 Nancy Rapids, City_89, IL 73425"
P01290,Joel Glover,City_90,GA,32.6156,-82.4501,Ophthalmology,ENT,Specialty Care,33,287.29,43,1.92,0.74,FALSE,TRUE,Out-of-network,57,FALSE,Daniels Inc Hospital,4.7,East,(370)535-2619,"6903 Angela Point Suite 932, City_90, GA 52474"
P01291,Jacob Bender,City_91,NV,38.8026,-116.4194,Gastroenterology,Endocrinology,Specialty Care,5,633.77,31,4.76,0.97,TRUE,TRUE,Out-of-network,76,FALSE,Cross Group Hospital,3.14,South,391.329.0850,"543 Wiggins Rapid, City_91, NV 19338"
P01292,Amy Brown,City_92,CO,39.6001,-105.7321,Psychiatry,ENT,Specialty Care,39,438.45,26,1.2,0.04,FALSE,TRUE,Out-of-network,203,TRUE,"Mack, Tucker and Sampson Hospital",3.22,South,(235)286-1499,"04222 Grant Loop, City_92, CO 19791"
P01293,James Williams,City_93,TX,32.0686,-99.8018,Endocrinology,Gastroenterology,Specialty Care,39,695.48,24,1.97,0.11,FALSE,FALSE,Out-of-network,380,TRUE,Ford PLC Hospital,4.98,West,977.966.2618x95424,"0712 Watson Street Suite 606, City_93, TX 85507"
P01294,Olivia Hernandez,City_94,NV,38.9526,-116.2694,Endocrinology,Endocrinology,Specialty Care,17,631.22,48,1.73,0.05,FALSE,FALSE,Out-of-network,50,FALSE,Baker Ltd Hospital,2.2,South,276-967-2981,"70938 Edgar Trace, City_94, NV 44189"
P01295,Diana Huynh,City_95,TX,32.1686,-99.7018,Urology,Pediatrics,Specialty Care,24,652.27,49,3.4,0.19,FALSE,FALSE,Out-of-network,125,TRUE,Sullivan PLC Hospital,2.91,South,218-416-1301x39504,"43220 Diane Pike, City_95, TX 29037"
P01296,Scott Coffey,City_96,OH,40.6673,-82.6571,Gastroenterology,Urology,Specialty Care,1,586.94,8,4.52,0.43,FALSE,FALSE,Out-of-network,114,TRUE,"Carlson, Cannon and Blake Hospital",2.51,North,403-235-6281x0843,"577 Conway Heights Suite 370, City_96, OH 35840"
P01297,Daniel Krueger,City_97,AZ,34.3489,-110.7937,Urology,Psychiatry,Specialty Care,21,649.66,41,4.41,0.67,TRUE,FALSE,Out-of-network,388,TRUE,"Bowers, Johnson and Moran Hospital",1.04,South,720.700.6986x9279,"505 Carpenter Forest Apt. 568, City_97, AZ 54374"
P01298,Grant Hubbard,City_98,OH,40.7673,-82.5571,General Practice,ENT,Primary Care,7,131.57,51,4.44,0.94,TRUE,FALSE,Out-of-network,113,TRUE,Bean-Payne Hospital,1.59,South,(773)943-9263x183,"23356 Tran Orchard, City_98, OH 68057"
P01299,Shelly Reyes,City_99,PA,41.6033,-76.7945,Psychiatry,Urology,Specialty Care,8,424,8,1.53,0.95,FALSE,TRUE,In-network,304,FALSE,Roth-Baker Hospital,3.89,North,(455)855-9762x0781,"373 Michelle Road Suite 432, City_99, PA 15382"
P01300,David Thompson,City_100,IL,41.0831,-88.9485,Urology,Gastroenterology,Specialty Care,10,623.16,54,4.59,0.06,FALSE,TRUE,Out-of-network,154,FALSE,"Morton, Wolf and Nelson Hospital",4.87,East,001-451-594-2228x6979,"182 Ashley Groves, City_100, IL 04104"
P01301,Ethan Romero,City_101,IL,40.6331,-89.3985,Pediatrics,Dermatology,Primary Care,4,194.13,51,3.66,0.41,FALSE,FALSE,In-network,242,TRUE,Mcintosh-Smith Hospital,1.86,West,2886458197,"0631 Walker Ferry Apt. 403, City_101, IL 03918"
P01302,Kayla Bailey,City_102,OH,40.4673,-82.8571,General Practice,Gastroenterology,Primary Care,19,125.34,30,1.33,0.72,TRUE,FALSE,In-network,90,FALSE,Bowman-Randolph Hospital,4.6,East,+1-234-620-2326x67852,"90280 Hannah Islands, City_102, OH 92806"
P01303,David House,City_103,NY,43.3994,-74.1179,ENT,ENT,Specialty Care,17,340.32,53,2.47,0.5,TRUE,TRUE,Out-of-network,288,FALSE,Griffin PLC Hospital,2.69,West,(958)812-1021,"99636 Salas Parkways Apt. 780, City_103, NY 47520"
P01304,Kimberly Velazquez,City_104,FL,28.1444,-81.6103,Pediatrics,General Practice,Primary Care,19,207.43,48,3.34,0.26,FALSE,FALSE,Out-of-network,384,TRUE,"Miller, Mcclain and Dixon Hospital",3.51,North,+1-532-910-1491x84342,"4884 Michael Prairie Apt. 420, City_104, FL 70263"
P01305,Tyler Spears,City_105,NC,35.9596,-78.8193,Cardiology,Neurology,Specialty Care,36,959.69,47,1.11,0.71,FALSE,TRUE,Out-of-network,278,TRUE,"Washington, Melton and Clark Hospital",4.55,South,200-822-0036,"2048 Brian Crossing, City_105, NC 18399"
P01306,Brandon Coleman,City_106,IL,40.8831,-89.1485,Gastroenterology,Psychiatry,Specialty Care,12,603.85,53,3.46,0.15,TRUE,TRUE,In-network,406,FALSE,Kennedy-Allen Hospital,4.18,East,608-398-8367x2962,"1566 Robertson Manors, City_106, IL 19973"
P01307,Travis Lynch,City_107,NV,39.1026,-116.1194,Gastroenterology,Gastroenterology,Specialty Care,33,714.48,39,3.09,0.94,FALSE,FALSE,Out-of-network,486,TRUE,"Jackson, Archer and Olsen Hospital",3.44,North,540-621-7763,"940 Jasmine Skyway Suite 686, City_107, NV 08709"
P01308,Daniel Serrano,City_108,NV,39.1526,-116.0694,Urology,Gastroenterology,Specialty Care,21,616.73,33,4.77,0.65,TRUE,TRUE,Out-of-network,200,TRUE,Leonard PLC Hospital,2.62,West,(714)900-9328,"427 Troy Neck Suite 382, City_108, NV 41620"
P01309,Patricia Williams,City_109,TX,32.3686,-99.5018,Ophthalmology,Gastroenterology,Specialty Care,11,281.7,39,2.64,0.39,TRUE,TRUE,Out-of-network,365,TRUE,Villarreal-Sanders Hospital,2.23,East,(639)943-1971x74295,"7504 Duncan Flats, City_109, TX 19521"
P01310,Michael Allen,City_110,NY,43.7494,-73.7679,General Practice,Endocrinology,Primary Care,9,115.1,39,3.65,0.7,FALSE,TRUE,In-network,236,TRUE,Ortega Group Hospital,1.26,North,789.554.5908,"90753 Dennis Ramp Suite 562, City_110, NY 03822"
P01311,Jeff Mitchell,City_111,NC,35.7596,-79.0193,General Practice,Dermatology,Primary Care,25,148.04,38,3.71,0.8,FALSE,FALSE,Out-of-network,215,TRUE,Nelson Ltd Hospital,1.82,East,-10126,"685 Weeks Station, City_111, NC 59023"
P01312,Joseph Brown,City_112,MI,44.3648,-85.5524,Cardiology,ENT,Specialty Care,8,727.23,33,1.83,0.58,FALSE,FALSE,In-network,129,TRUE,"Sims, Hansen and Haley Hospital",1.64,South,717-339-2548,"553 Jeanette Stream, City_112, MI 11996"
P01313,James Warren,City_113,TX,32.0686,-99.8018,Neurology,ENT,Specialty Care,14,715.94,36,2.17,0.65,FALSE,TRUE,In-network,136,FALSE,Vazquez Group Hospital,4.62,East,001-457-701-0852x5376,"96903 Andrew Lakes Suite 216, City_113, TX 92547"
P01314,Marcus Smith,City_114,MA,42.5572,-71.2324,ENT,Endocrinology,Specialty Care,38,407.83,18,1.34,0.43,FALSE,TRUE,Out-of-network,467,FALSE,Lawrence and Sons Hospital,2.03,South,878.880.2643x72705,"93514 Alicia Pine, City_114, MA 14452"
P01315,Carla Whitehead,City_115,MI,44.5148,-85.4024,Neurology,ENT,Specialty Care,24,770.12,43,3.8,0.94,TRUE,TRUE,Out-of-network,183,FALSE,Hansen-Thompson Hospital,1.52,West,+1-350-501-6013x903,"761 Christine Locks, City_115, MI 06561"
P01316,Mrs. Denise Cooley,City_116,MA,42.6572,-71.1324,Urology,Cardiology,Specialty Care,37,662.55,45,1.58,0.94,FALSE,TRUE,Out-of-network,297,FALSE,"Pham, Goodwin and Ali Hospital",2.96,North,395.252.1701x804,"88223 Morgan Underpass, City_116, MA 89108"
P01317,Dana Phillips,City_117,TX,32.2686,-99.6018,Urology,Endocrinology,Specialty Care,8,562.44,24,1.24,0.95,TRUE,TRUE,In-network,345,TRUE,Ferguson Ltd Hospital,1.19,East,(892)383-2429x4849,"4261 Megan Course Suite 276, City_117, TX 51427"
P01318,Pamela Barry,City_118,GA,32.5156,-82.5501,General Practice,Pediatrics,Primary Care,12,126.95,13,2.13,0.4,TRUE,FALSE,In-network,487,TRUE,Rivera Inc Hospital,2.72,West,9607450791,"8075 Humphrey Forest, City_118, GA 80144"
P01319,Natalie Sutton,City_119,CO,39.9501,-105.3821,General Practice,Orthopedics,Primary Care,16,139.95,48,1.1,0.58,TRUE,FALSE,Out-of-network,486,FALSE,Alexander LLC Hospital,2.88,East,(549)570-1941x5488,"75281 Francis Lodge Suite 055, City_119, CO 73185"
P01320,Lisa Lane MD,City_120,CA,37.2283,-118.9679,Orthopedics,Cardiology,Surgical,24,847.56,10,3.91,0.76,FALSE,FALSE,In-network,353,FALSE,"Rodriguez, Silva and Price Hospital",3.47,West,(517)933-2836x1604,"81873 Madeline Dam, City_120, CA 47738"
P01321,Alan Taylor,City_121,CO,39.5501,-105.7821,Gastroenterology,Ophthalmology,Specialty Care,22,718.9,10,3.49,0.66,FALSE,FALSE,In-network,70,TRUE,"Weber, Rhodes and Wright Hospital",4.96,West,001-906-624-9144x041,"50201 Stewart Cliffs Suite 732, City_121, CO 08956"
P01322,Kelly Ingram,City_122,MA,42.4572,-71.3324,Orthopedics,Urology,Surgical,12,837.24,23,4.23,0.15,FALSE,FALSE,Out-of-network,341,FALSE,Cortez-Carr Hospital,3.06,East,(453)833-6643,"51005 West Freeway, City_122, MA 51847"
P01323,Dustin Murray,City_123,MI,44.4148,-85.5024,General Practice,Ophthalmology,Primary Care,29,124.12,35,3.15,1,FALSE,FALSE,Out-of-network,282,FALSE,"Decker, Chambers and Brown Hospital",3.04,North,001-701-523-6149x7498,"33460 Patrick Station Suite 702, City_123, MI 96812"
P01324,David Peters Jr.,City_124,PA,41.3533,-77.0445,Psychiatry,Endocrinology,Specialty Care,28,411.98,49,1.87,0.7,TRUE,TRUE,Out-of-network,232,TRUE,Brown-Clark Hospital,3.4,East,384.564.3908,"7617 Moore Oval, City_124, PA 29973"
P01325,Holly Wise,City_125,CA,36.9783,-119.2179,ENT,ENT,Specialty Care,28,342.3,17,2.42,0.54,TRUE,TRUE,Out-of-network,289,FALSE,Marsh-Sharp Hospital,4.29,North,(756)980-3063,"84849 Tyler Stream Suite 895, City_125, CA 96985"
P01326,Dr. Danielle Watson,City_126,CA,37.0283,-119.1679,ENT,Gastroenterology,Specialty Care,23,380.33,9,4.07,0.52,TRUE,FALSE,In-network,313,FALSE,"Stevenson, Simmons and Howell Hospital",2.99,West,(696)520-7527,"210 Justin Cliffs, City_126, CA 27879"
P01327,Amy Mills,City_127,CA,37.0783,-119.1179,Pediatrics,Urology,Primary Care,31,213.15,49,2.73,0.91,FALSE,FALSE,In-network,135,FALSE,Roberts-Olsen Hospital,1.98,West,+1-356-739-9596x4176,"47871 Timothy Village, City_127, CA 61956"
P01328,Jeffery Luna,City_128,IL,40.9831,-89.0485,Cardiology,Urology,Specialty Care,33,827.24,10,4.03,0.77,FALSE,TRUE,In-network,364,TRUE,"Black, Washington and Hall Hospital",3,West,(452)456-0937,"12562 Wilson Meadows Suite 408, City_128, IL 03019"
P01329,Amber Garcia,City_129,NV,39.2026,-116.0194,General Practice,Endocrinology,Primary Care,40,152.6,53,2.51,0.33,TRUE,FALSE,In-network,196,TRUE,"Patterson, Wolfe and Porter Hospital",2.11,North,(239)906-8035x77057,"325 Bennett Via Apt. 224, City_129, NV 26701"
P01330,Deborah Smith,City_130,FL,28.4444,-81.3103,Gastroenterology,Endocrinology,Specialty Care,15,611.24,47,3.75,0.81,FALSE,FALSE,Out-of-network,219,TRUE,Delgado LLC Hospital,1.09,North,001-934-574-2531,"12151 Hall Neck, City_130, FL 62239"
P01331,Brittany Reed,City_131,CO,39.5501,-105.7821,Cardiology,Pediatrics,Specialty Care,14,859.67,5,2.12,0.51,FALSE,FALSE,In-network,483,TRUE,Caldwell Ltd Hospital,3.37,South,492.689.8529,"36838 Bender Glens Apt. 344, City_131, CO 09979"
P01332,Sharon Kelly,City_132,MI,44.3648,-85.5524,Pediatrics,ENT,Primary Care,15,202.3,6,1.04,0.48,FALSE,FALSE,In-network,58,TRUE,"Jefferson, Ramos and Small Hospital",1.88,West,(668)607-0900,"8833 Delgado Mountain Apt. 665, City_132, MI 97213"
P01333,Dana Grimes,City_133,NV,38.9026,-116.3194,ENT,ENT,Specialty Care,18,325.71,40,4.87,0.6,FALSE,TRUE,Out-of-network,214,FALSE,Porter LLC Hospital,1.92,South,001-564-533-0708x494,"4261 King Canyon Suite 589, City_133, NV 65530"
P01334,James Miller,City_134,TX,32.1186,-99.7518,Neurology,Cardiology,Specialty Care,22,695.89,34,4.22,0.08,TRUE,FALSE,In-network,332,TRUE,Smith-Davis Hospital,4.04,East,001-586-691-5227x0430,"022 Amy Tunnel Apt. 929, City_134, TX 85906"
P01335,Morgan Gill,City_135,PA,41.4033,-76.9945,Orthopedics,Orthopedics,Surgical,22,886.47,55,1.15,0.71,TRUE,FALSE,In-network,356,FALSE,Mack-Everett Hospital,4.96,East,+1-879-871-0012x861,"571 Erin Crescent Suite 991, City_135, PA 82984"
P01336,Paul Green,City_136,NV,39.0526,-116.1694,Neurology,Endocrinology,Specialty Care,32,769.19,38,3.03,0.55,FALSE,TRUE,In-network,268,FALSE,Green-Peterson Hospital,4.78,West,548-655-3135,"320 Mark Park Apt. 508, City_136, NV 46954"
P01337,Tiffany Price,City_137,IL,40.9331,-89.0985,Urology,Orthopedics,Specialty Care,11,636.02,22,4.01,0.3,TRUE,TRUE,In-network,80,FALSE,Pacheco-Barnes Hospital,4.57,North,001-525-987-7393x5701,"69471 Emily Ranch, City_137, IL 83294"
P01338,Steven Moore,City_138,CA,37.1283,-119.0679,Urology,Cardiology,Specialty Care,39,621,32,2.97,0.69,TRUE,FALSE,In-network,186,TRUE,Rodriguez Inc Hospital,2.71,South,001-320-845-8161x7712,"22707 Rich Ridge, City_138, CA 03387"
P01339,Nicholas Morales,City_139,CO,39.9501,-105.3821,Dermatology,Dermatology,Specialty Care,11,300.32,30,1.49,0.68,FALSE,FALSE,Out-of-network,219,FALSE,Chapman PLC Hospital,2.69,East,(286)637-3720x620,"552 Wilson Grove Suite 646, City_139, CO 55282"
P01340,Marvin Thompson,City_140,IL,41.0831,-88.9485,Urology,Gastroenterology,Specialty Care,4,530.33,29,1.82,0.65,TRUE,TRUE,In-network,161,FALSE,Oliver-Patton Hospital,4.75,East,696.212.2478x7301,"627 Oliver Forest, City_140, IL 78663"
P01341,Michael Wilson,City_141,OH,40.4173,-82.9071,Neurology,ENT,Specialty Care,10,743.92,46,3.87,0.64,FALSE,TRUE,In-network,178,FALSE,Sherman-Morris Hospital,1.08,East,001-601-563-9207,"3718 Jordan Knolls Suite 532, City_141, OH 34435"
P01342,Wayne Wallace,City_142,NY,43.3494,-74.1679,General Practice,Gastroenterology,Primary Care,10,118.56,8,2.44,0.35,TRUE,FALSE,In-network,266,FALSE,"Haynes, Brown and Rivera Hospital",3.85,South,+1-888-439-4192x867,"616 Martin Shore Apt. 013, City_142, NY 06358"
P01343,Theresa Clark,City_143,MA,42.5072,-71.2824,ENT,Neurology,Specialty Care,14,339.34,6,2.2,0.51,TRUE,TRUE,Out-of-network,498,FALSE,Brown-Brown Hospital,1.65,West,697-482-5816,"72812 Steven Mills Apt. 604, City_143, MA 16935"
P01344,Kristina Cantu,City_144,NY,43.4494,-74.0679,General Practice,Ophthalmology,Primary Care,22,138.42,27,3.61,0.48,FALSE,TRUE,In-network,71,FALSE,Tran-Willis Hospital,4.15,North,843.897.5705x0839,"9061 David Greens Apt. 000, City_144, NY 67928"
P01345,Bianca Harrington,City_145,MA,42.6072,-71.1824,Dermatology,General Practice,Specialty Care,7,338.65,47,1.11,0.63,FALSE,FALSE,Out-of-network,388,FALSE,"Shepherd, Barrett and Munoz Hospital",2.14,North,(325)837-8148,"0714 Ramirez Via Apt. 684, City_145, MA 69820"
P01346,Stephen Parsons,City_146,CO,39.8001,-105.5321,Endocrinology,Psychiatry,Specialty Care,35,681.99,18,4.29,0.16,TRUE,TRUE,In-network,149,FALSE,"Carey, Burton and Tran Hospital",2.85,South,-5914,"0345 Gonzalez Stream, City_146, CO 65876"
P01347,Jessica Ortega,City_147,PA,41.5033,-76.8945,Endocrinology,Psychiatry,Specialty Care,27,679.67,30,2.37,0.12,TRUE,TRUE,In-network,245,FALSE,"Blanchard, Montoya and Collins Hospital",4.56,South,+1-648-674-9380x785,"195 Douglas Port, City_147, PA 80516"
P01348,Connie Barnes,City_148,PA,41.5533,-76.8445,Urology,Psychiatry,Specialty Care,25,617.37,50,1.42,0.52,TRUE,FALSE,Out-of-network,201,TRUE,Campbell Inc Hospital,2.73,South,441-947-2529,"78606 Ashley Motorway, City_148, PA 21071"
P01349,Elizabeth Roberts,City_149,NY,43.6994,-73.8179,Dermatology,Urology,Specialty Care,1,296.51,39,4.67,0.72,FALSE,TRUE,In-network,454,FALSE,"Vargas, Cain and Morris Hospital",2.47,South,-2459,"9503 Brandon Glen Suite 601, City_149, NY 85625"
P01350,Melissa Bennett,City_150,NV,39.2526,-115.9694,Orthopedics,Neurology,Surgical,26,832.86,29,1.51,0.2,TRUE,TRUE,Out-of-network,255,TRUE,"Hodges, Leonard and Harper Hospital",1.08,West,001-764-276-0908,"1543 Michael Orchard, City_150, NV 39897"
P01351,Laura Lucas,City_151,NV,38.8026,-116.4194,Gastroenterology,Gastroenterology,Specialty Care,34,673.61,34,4.41,0.6,FALSE,TRUE,Out-of-network,251,TRUE,"Hughes, Grimes and Smith Hospital",1.61,North,001-974-630-8726x49745,"186 Dawn Fall Apt. 696, City_151, NV 45273"
P01352,Alicia Fischer,City_152,NC,35.8096,-78.9693,General Practice,Orthopedics,Primary Care,38,148.19,8,4.38,0.6,FALSE,FALSE,In-network,72,TRUE,Gardner-Fisher Hospital,2.52,North,+1-421-599-2215x430,"822 Holly Stream, City_152, NC 97630"
P01353,Mr. David Gilbert,City_153,AZ,34.1489,-110.9937,Cardiology,Cardiology,Specialty Care,24,802.62,54,4.29,0.6,FALSE,FALSE,In-network,86,TRUE,Fischer-Miranda Hospital,1.39,South,(749)828-6413,"5987 Courtney Station, City_153, AZ 71330"
P01354,David Shelton,City_154,NC,35.9096,-78.8693,Orthopedics,General Practice,Surgical,29,956.56,57,3.22,0.26,TRUE,FALSE,Out-of-network,249,FALSE,Martinez Group Hospital,2.6,West,802-756-7678,"04617 Jeremiah Lock Suite 353, City_154, NC 23762"
P01355,Christian Taylor,City_155,IL,40.8331,-89.1985,Orthopedics,General Practice,Surgical,2,765.35,44,2.75,0.74,FALSE,FALSE,Out-of-network,262,FALSE,Alvarado-Davis Hospital,1.79,South,866-648-8591,"708 Moore Island, City_155, IL 60382"
P01356,Jesse Jackson,City_156,GA,32.4156,-82.6501,Pediatrics,Neurology,Primary Care,5,198.18,20,3.72,0.93,FALSE,FALSE,In-network,258,FALSE,"Ayers, Martinez and James Hospital",1.32,North,(221)399-4475x369,"1922 David Radial Apt. 458, City_156, GA 14948"
P01357,Kathryn Clark,City_157,GA,32.4656,-82.6001,Neurology,Neurology,Specialty Care,31,715.22,54,4.03,0.09,TRUE,TRUE,Out-of-network,108,FALSE,Perkins Ltd Hospital,1.97,East,385-746-6665,"0798 Allen Glen Suite 142, City_157, GA 60458"
P01358,Joanna Glenn,City_158,WA,48.1011,-120.3901,Gastroenterology,Orthopedics,Specialty Care,25,736.36,44,1.33,0.76,FALSE,TRUE,In-network,315,FALSE,"Thompson, Vasquez and Richardson Hospital",2.21,South,7539376018,"66199 Robert Stravenue, City_158, WA 81411"
P01359,Martha Valdez,City_159,CA,37.1783,-119.0179,Cardiology,ENT,Specialty Care,26,906.96,15,3.42,0.39,TRUE,TRUE,Out-of-network,195,TRUE,"Marshall, Woods and Gonzalez Hospital",4.81,South,001-684-945-6194x31323,"631 Andrea Stream Apt. 211, City_159, CA 22723"
P01360,Taylor Marshall,City_160,NV,39.2526,-115.9694,Psychiatry,Gastroenterology,Specialty Care,2,415.6,21,3.47,0.35,FALSE,FALSE,In-network,139,TRUE,Bishop Ltd Hospital,4.95,West,+1-258-878-3632x56480,"071 Danielle Wall Suite 027, City_160, NV 72170"
P01361,Joseph Knox,City_161,IL,40.6331,-89.3985,Ophthalmology,Orthopedics,Specialty Care,37,292.75,59,4.87,0.76,FALSE,TRUE,In-network,87,FALSE,"Smith, Barrera and Moore Hospital",4.11,East,-5963,"632 Angela Inlet, City_161, IL 19243"
P01362,Richard Terrell,City_162,TX,32.0186,-99.8518,Endocrinology,Orthopedics,Specialty Care,8,579.43,43,5,0.29,TRUE,TRUE,Out-of-network,89,FALSE,"Smith, Banks and Carter Hospital",4.53,East,+1-235-393-8160x838,"59895 Rodriguez Trail, City_162, TX 68761"
P01363,Kristen Mendoza,City_163,NC,35.8596,-78.9193,Endocrinology,Endocrinology,Specialty Care,9,612.15,36,4.42,0.96,TRUE,FALSE,Out-of-network,59,TRUE,"Robinson, Contreras and Reyes Hospital",2.97,North,(248)889-1461,"322 Zachary Spurs Suite 726, City_163, NC 33876"
P01364,Ms. Kristina Shaw PhD,City_164,CO,39.7001,-105.6321,Gastroenterology,Dermatology,Specialty Care,29,706.77,51,3.44,0.31,TRUE,FALSE,Out-of-network,431,TRUE,Miller-Case Hospital,2.95,South,782-683-2562x7907,"70457 Hannah Fork Suite 413, City_164, CO 30065"
P01365,Stephen Graham,City_165,MI,44.5148,-85.4024,Urology,General Practice,Specialty Care,26,586.11,27,2.69,0.47,TRUE,TRUE,In-network,374,FALSE,Garcia LLC Hospital,4.57,South,914.341.7304x396,"40640 Pamela Springs Apt. 069, City_165, MI 81686"
P01366,Christopher Mcmahon,City_166,IL,40.8831,-89.1485,Ophthalmology,ENT,Specialty Care,4,300.57,26,1.89,0.65,FALSE,TRUE,Out-of-network,367,FALSE,Mann-Ferrell Hospital,2.63,West,+1-934-790-0042x4067,"5527 Campos Junctions, City_166, IL 52422"
